Oklahoma,Abilene Christian,8,-1.42,-1.28,
Robert Morris,Hampton,14,-3.90,-2.52,
Rutgers,Hartford,2,-0.64,-9.97,
Prairie View,Lamar,-8,-6.48,6.33,
Rhode Island,Belmont,9,7.50,7.16,
North Texas,Niagara,9,-4.96,-3.72,
Ohio,Tennessee Tech,11,7.92,-0.45,
Ohio State,Marshall,41,3.54,1.96,
Northwestern,Bryant,20,8.22,-3.24,
Northern Illinois,Elon,-5,2.37,3.28,
Utah,UC-Riverside,18,11.42,-3.44,
Texas Tech,Idaho State,33,8.56,-9.88,
Towson,Stony Brook,27,5.28,1.33,
Wright State,Cal State Bakersfield,4,4.71,9.19,
South Dakota State,UC-Irvine,-11,-1.10,5.11,
Southern California,Southern Methodist,5,5.70,14.21,
Sam Houston State,Idaho,7,3.86,1.16,
Texas-San Antonio,Texas State,15,-4.19,4.04,
Clemson,High Point,9,3.46,0.89,
Colorado State,Southeastern Louisiana,8,5.44,2.93,
Georgia,Gardner-Webb,18,2.59,6.45,
Florida Gulf Coast,Long Beach State,1,9.76,-4.17,
Bethune-Cookman,Nicholls State,-7,-7.50,-5.22,
Boise State,Presbyterian,26,5.40,-13.00,
University of California,Wyoming,10,6.92,2.04,
Loyola Marymount,Portland State,16,-0.26,4.52,
Nevada-Las Vegas,Texas Christian,-4,-4.42,5.44,
Minnesota,Southern Illinois,12,6.88,-0.89,
Mississippi State,Lehigh,-14,2.31,4.65,
Holy Cross,South Carolina State,16,-2.21,-11.93,
Hawaii,Troy,-2,0.65,6.81,
Grand Canyon,Coppin State,33,5.11,-13.75,
Kentucky,Tennessee-Martin,35,15.59,2.07,
Kansas,North Carolina-Asheville,38,10.74,9.86,
North Carolina A&T,Jacksonville,-17,-12.63,2.97,
North Carolina State,Loyola (IL),2,-1.18,7.32,
Nevada-Las Vegas,Western Kentucky,10,-4.42,-3.81,
Notre Dame,Chicago State,31,9.82,-12.86,
Purdue,NJIT,11,15.26,-1.28,
Northern Illinois,Illinois-Chicago,11,2.37,2.15,
Northern Kentucky,North Carolina Central,-8,4.32,11.54,
Miami (OH),Western Illinois,9,-3.26,-4.60,
Michigan,Mount St. Mary's,17,8.96,-1.45,
Massachusetts,Harvard,4,0.85,6.39,
Massachusetts-Lowell,Long Island University,-4,-2.57,1.83,
Montana State,Delaware State,25,0.79,-7.29,
Navy,Pennsylvania,2,2.04,0.68,
Murray State,Alabama A&M,37,4.11,-17.58,
Missouri,Northwestern State,24,-2.69,-3.88,
Virginia Military Institute,Campbell,-14,-8.96,0.50,
Wagner,Rider,-3,2.85,-1.11,
Vermont,Yale,2,10.31,5.36,
Towson,Robert Morris,-1,5.28,-3.90,
Wright State,North Dakota,4,4.71,7.96,
Xavier,Northern Iowa,22,4.11,-1.48,
Youngstown State,Canisius,-6,-5.03,1.36,
Western Michigan,Central Arkansas,17,-1.69,-9.04,
William & Mary,Liberty,9,5.15,3.86,
San Diego,New Mexico State,-5,-4.46,11.00,
Samford,Bethune-Cookman,28,3.68,-7.50,
Southern Illinois-Edwardsville,IUPUI,3,-8.86,-0.48,
Columbia,Colgate,3,0.70,-3.96,
Creighton,Loyola (MD),30,12.35,-2.54,
Central Florida,Seattle,16,6.78,-0.27,
Cincinnati,Lipscomb,23,14.93,6.87,
Duke,Appalachian State,35,13.41,-0.76,
Dartmouth,Marist,-6,-6.74,-10.79,
Detroit Mercy,Manhattan,-3,-7.88,-7.64,
Davidson,Charlotte,22,3.68,-4.28,
American,Saint Francis (PA),-7,-7.35,0.81,
Bowling Green State,Morgan State,32,-3.00,-4.60,
Brigham Young,Utah Valley,-13,7.93,2.35,
Eastern Illinois,South Alabama,10,3.75,0.69,
Houston,Cornell,30,10.93,-5.32,
Incarnate Word,Rice,-8,-3.69,7.30,
IPFW,Mississippi Valley State,25,9.86,-15.41,
Green Bay,Central Michigan,-12,3.78,4.04,
Marquette,Houston Baptist,22,7.77,1.36,
Jackson State,Western Carolina,-11,-3.41,-13.39,
Kennesaw State,Chattanooga,-17,-1.17,8.04,
Georgia Tech,Tulane,14,1.12,-8.69,
Eastern Washington,Denver,5,2.93,3.08,
Eastern Michigan,Nebraska-Omaha,17,5.11,-0.85,
George Mason,James Madison,3,4.81,-3.83,
George Washington,Penn State,-6,-1.12,0.41,
Fairfield,Army,1,0.84,-0.46,
Florida A&M,Stetson,-8,-6.92,-4.77,
Fordham,Texas-Arlington,-4,-1.81,8.58,
Northeastern,Kent State,3,1.43,4.93,
Pepperdine,Portland State,-6,-10.89,4.52,
Missouri State,North Dakota State,14,5.62,4.48,
North Texas,Hartford,3,-4.96,-9.97,
Washington State,San Jose State,-12,-6.04,0.64,
Valparaiso,Ball State,6,6.89,4.59,
Wright State,North Florida,8,4.71,-1.13,
Wisconsin,Prairie View,45,12.65,-6.48,
Winthrop,New Hampshire,-5,8.15,6.07,
Samford,Nicholls State,-3,3.68,-5.22,
South Dakota,Montana,5,3.93,1.18,
Southern California,UC-Santa Barbara,24,5.70,-11.80,
Colorado State,Alcorn State,22,5.44,0.80,
Colorado,Wofford,15,3.57,3.34,
Duquesne,Cleveland State,7,-3.35,-4.64,
Drexel,La Salle,-11,-2.83,0.20,
Arkansas State,Lehigh,8,5.59,4.65,
Albany (NY),Siena,9,5.07,-0.66,
University of California,Southeastern Louisiana,12,6.92,2.93,
College of Charleston,South Carolina Upstate,12,4.59,2.33,
Indiana,Mississippi Valley State,33,8.59,-15.41,
Hawaii,Arkansas-Pine Bluff,20,0.65,-10.11,
Holy Cross,Monmouth,-3,-2.21,7.64,
Louisiana Tech,Maryland-Eastern Shore,21,11.39,-5.41,
Louisiana-Lafayette,Texas Southern,11,5.93,-0.23,
Eastern Washington,San Francisco,6,2.93,5.07,
Florida International,Binghamton,17,-3.59,-2.66,
Georgetown,Howard,13,4.42,-9.22,
Oral Roberts,Tulsa,-14,-4.97,-2.50,
Northwestern,Wake Forest,7,8.22,4.85,
Oregon,Boise State,5,15.14,5.40,
Missouri-Kansas City,Southeast Missouri State,11,-1.29,0.41,
Morgan State,High Point,-1,-4.60,0.89,
South Florida,Kennesaw State,2,-9.62,-1.17,
West Virginia,Manhattan,47,18.85,-7.64,
Utah,Butler,-9,11.42,8.58,
Saint Peter's,Boston University,13,4.33,3.78,
San Diego State,Savannah State,33,6.52,-8.24,
Missouri,North Carolina Central,-10,-2.69,11.54,
Charlotte,Appalachian State,8,-4.28,-0.76,
Citadel,Presbyterian,14,-5.89,-13.00,
Arkansas,Mount St. Mary's,13,6.44,-1.45,
Brown,Bryant,1,-2.12,-3.24,
Louisiana-Monroe,Stephen F. Austin,5,-2.89,1.62,
Longwood,Dartmouth,6,-13.37,-6.74,
Mississippi State,Northwestern State,6,2.31,-3.88,
Florida State,Minnesota,8,12.19,6.88,
Grand Canyon,Southern Illinois-Edwardsville,-12,5.11,-8.86,
Oklahoma,Northern Colorado,21,-1.42,-3.65,
Notre Dame,Iowa,14,9.82,2.33,
Penn State,Georgia Tech,7,0.41,1.12,
Saint Louis,Samford,-4,-9.19,3.68,
Pennsylvania,Villanova,-25,0.68,14.82,
North Carolina-Greensboro,North Carolina A&T,20,6.79,-12.63,
Mercer,Davidson,-21,2.75,3.68,
Maryland,Pittsburgh,-14,8.73,0.22,
Nevada,Pacific,10,7.48,-4.69,
New Orleans,Tulane,15,3.24,-8.69,
Virginia Commonwealth,Princeton,11,9.56,9.26,
Vanderbilt,Tennessee State,24,1.81,3.93,
Valparaiso,Rhode Island,3,6.89,7.50,
Xavier,North Dakota State,30,4.11,4.48,
Wisconsin,Syracuse,17,12.65,6.26,
Tennessee-Martin,Florida Atlantic,1,2.07,-1.84,
St. John's (NY),Delaware State,-7,0.63,-7.29,
Southern Illinois,Murray State,4,-0.89,4.11,
Texas,Texas-Arlington,-11,-0.41,8.58,
Texas State,McNeese State,12,4.04,-8.96,
Texas A&M-Corpus Christi,Texas-Rio Grande Valley,16,2.08,-3.61,
Central Arkansas,Arkansas-Little Rock,-2,-9.04,0.85,
Central Michigan,William & Mary,10,4.04,5.15,
Columbia,Hofstra,-2,0.70,0.17,
Coastal Carolina,Chattanooga,-16,-0.59,8.04,
Belmont,Lipscomb,2,7.16,6.87,
Alabama-Birmingham,Alabama A&M,30,2.59,-17.58,
Alabama State,Jacksonville State,-3,-7.64,0.86,
Alabama,Charleston Southern,30,4.19,-0.89,
Auburn,South Carolina Upstate,7,0.30,2.33,
American,Western Illinois,7,-7.35,-4.60,
Illinois,North Carolina State,14,1.81,-1.18,
Idaho State,Lamar,17,-9.88,6.33,
Kansas,Long Beach State,30,10.74,-4.17,
Louisiana State,Houston,19,-7.65,10.93,
Marist,Massachusetts-Lowell,12,-10.79,-2.57,
Idaho,San Jose State,-9,1.16,0.64,
East Carolina,Hampton,20,-1.63,-2.52,
Creighton,Buffalo,21,12.35,4.15,
Duke,Michigan State,9,13.41,2.56,
Harvard,George Washington,-3,6.39,-1.12,
Eastern Illinois,Bradley,-4,3.75,-5.86,
NJIT,Saint Francis (PA),13,-1.28,0.81,
New Mexico State,Air Force,8,11.00,-0.22,
Morehead State,Northern Kentucky,-5,2.56,4.32,
New Mexico,Abilene Christian,9,1.96,-1.28,
Providence,New Hampshire,14,3.78,6.07,
Radford,Virginia Military Institute,7,-5.14,-8.96,
Northern Iowa,George Mason,-4,-1.48,4.81,
Old Dominion,Dartmouth,12,3.27,-6.74,
Massachusetts,Wagner,7,0.85,2.85,
Miami (FL),Rutgers,12,7.88,-0.64,
Memphis,Jackson State,15,6.22,-3.41,
Marquette,Western Carolina,46,7.77,-13.39,
Maine,Central Connecticut State,-21,-9.28,-10.37,
Marshall,Ohio,10,1.96,7.92,
Milwaukee,Jacksonville,5,-5.36,2.97,
Missouri-Kansas City,South Dakota,2,-1.29,3.93,
Mississippi,Middle Tennessee,-15,1.70,10.93,
Miami (OH),Grambling,2,-3.26,-3.70,
Michigan,Virginia Tech,-3,8.96,5.19,
Rice,Houston Baptist,13,7.30,1.36,
Texas Tech,Incarnate Word,21,8.56,-3.69,
UCLA,UC-Riverside,42,16.56,-3.44,
Stanford,Saint Mary's (CA),-15,-0.62,15.44,
Stony Brook,Loyola (MD),-1,1.33,-2.54,
Texas Christian,Washington,15,5.44,-3.11,
Western Michigan,North Carolina-Wilmington,-5,-1.69,10.52,
Winthrop,Furman,1,8.15,9.21,
Wyoming,Denver,12,2.04,3.08,
Virginia,Ohio State,2,11.85,3.54,
Washington State,Utah Valley,7,-6.04,2.35,
San Francisco,Alcorn State,13,5.07,0.80,
Santa Clara,UC-Irvine,-3,2.10,5.11,
Robert Morris,Youngstown State,-1,-3.90,-5.03,
Saint Joseph's,Temple,-6,-3.08,-0.59,
San Diego,Southern California,-21,-4.46,5.70,
Southern Mississippi,South Alabama,-23,-10.00,0.69,
Southern Utah,Nevada-Las Vegas,-8,-7.30,-4.42,
St. Bonaventure,Siena,7,5.12,-0.66,
Southeastern Louisiana,Maryland-Eastern Shore,10,2.93,-5.41,
University of California,Louisiana Tech,9,6.92,11.39,
Central Florida,Stetson,36,6.78,-4.77,
Bucknell,Richmond,5,6.79,1.50,
Cal State Fullerton,Nebraska-Omaha,-10,1.96,-0.85,
Colorado,Colorado State,-14,3.57,5.44,
Cornell,Northeastern,3,-5.32,1.43,
Connecticut,Boston University,2,2.28,3.78,
Charlotte,James Madison,9,-4.28,-3.83,
Clemson,Nebraska,2,3.46,-0.15,
Bryant,Yale,9,-3.24,5.36,
Arkansas State,Cleveland State,27,5.59,-4.64,
Army,Fairleigh Dickinson,19,-0.46,-2.15,
Austin Peay,IPFW,-4,-6.75,9.86,
Albany (NY),Holy Cross,-6,5.07,-2.21,
Arizona,Texas Southern,22,11.39,-0.23,
Brown,St. Francis (NY),10,-2.12,-11.69,
Baylor,Sam Houston State,34,11.22,3.86,
Boise State,Southern Methodist,9,5.40,14.21,
Indiana,North Carolina,9,8.59,15.89,
Indiana State,Northern Illinois,11,-2.81,2.37,
Hartford,Long Island University,-7,-9.97,1.83,
Illinois State,IUPUI,14,8.44,-0.48,
Illinois-Chicago,Chicago State,16,2.15,-12.86,
Louisville,Purdue,7,13.67,15.26,
Lafayette,Drexel,-4,-8.92,-2.83,
Loyola (IL),Norfolk State,13,7.32,-1.96,
Kansas State,Green Bay,19,6.70,3.78,
La Salle,Lehigh,8,0.20,4.65,
Eastern Kentucky,Western Kentucky,19,-4.83,-3.81,
Elon,Florida International,3,3.28,-3.59,
DePaul,Drake,2,-5.04,-5.36,
Detroit Mercy,Eastern Michigan,-26,-7.88,5.11,
Duquesne,Maryland-Baltimore County,-9,-3.35,4.74,
Georgetown,Coppin State,52,4.42,-13.75,
Georgia State,Wright State,7,4.62,4.71,
Florida A&M,Kennesaw State,-2,-6.92,-1.17,
Fordham,Sacred Heart,-1,-1.81,-3.14,
Quinnipiac,Monmouth,-19,-5.04,7.64,
Rider,Fairfield,-9,-1.11,0.84,
Savannah State,Georgia Southern,-19,-8.24,4.52,
Oakland,Oral Roberts,28,7.96,-4.97,
Pacific,Sacramento State,16,-4.69,-4.08,
Troy,South Florida,-6,6.81,-9.62,
Utah,Montana State,8,11.42,0.79,
Southeast Missouri State,Central Arkansas,24,0.41,-9.04,
Seton Hall,Columbia,24,2.96,0.70,
South Carolina,Vermont,18,8.93,10.31,
College of Charleston,Navy,6,4.59,2.04,
Gonzaga,Mississippi Valley State,34,23.71,-15.41,
Arkansas,Stephen F. Austin,16,6.44,1.62,
Arkansas-Pine Bluff,Tennessee-Martin,-5,-10.11,2.07,
Cal Poly,Texas-San Antonio,12,-6.00,-4.19,
Mississippi State,Oregon State,17,2.31,-8.59,
North Florida,Florida,-31,-1.13,13.67,
Iowa State,Cincinnati,-1,10.00,14.93,
Lipscomb,Tennessee Tech,19,6.87,-0.45,
Louisiana-Lafayette,Nicholls State,32,5.93,-5.22,
San Francisco,Lamar,19,5.07,6.33,
Saint Peter's,Iona,-14,4.33,4.14,
Texas,Alabama,9,-0.41,4.19,
Tulane,St. John's (NY),-20,-8.69,0.63,
Southern Methodist,Cal State Bakersfield,6,14.21,9.19,
Indiana,Southern Illinois-Edwardsville,23,8.59,-8.86,
Citadel,Colgate,7,-5.89,-3.96,
Delaware,Delaware State,15,-6.38,-7.29,
North Carolina A&T,North Dakota State,-18,-12.63,4.48,
Marist,Niagara,6,-10.79,-3.72,
Kent State,Grambling,29,4.93,-3.70,
Manhattan,Canisius,-1,-7.64,1.36,
Ohio State,Fairleigh Dickinson,8,3.54,-2.15,
Oregon,Savannah State,69,15.14,-8.24,
Ohio,Bryant,26,7.92,-3.24,
Penn State,Wright State,22,0.41,4.71,
Northern Arizona,San Diego,-15,-7.81,-4.46,
Northwestern,DePaul,16,8.22,-5.04,
Oakland,Southern Utah,10,7.96,-7.30,
Purdue,Morehead State,34,15.26,2.56,
Richmond,Wake Forest,-8,1.50,4.85,
Sacred Heart,Hartford,-8,-3.14,-9.97,
Rutgers,Morgan State,14,-0.64,-4.60,
Portland,Colorado,-13,-5.93,3.57,
Portland State,Texas-Rio Grande Valley,13,4.52,-3.61,
Pepperdine,Belmont,-8,-10.89,7.16,
Providence,Rhode Island,3,3.78,7.50,
Mississippi,Memphis,8,1.70,6.22,
Missouri,Western Kentucky,3,-2.69,-3.81,
Montana,Milwaukee,6,1.18,-5.36,
McNeese State,Louisiana-Lafayette,-20,-8.96,5.93,
Michigan,Kennesaw State,27,8.96,-1.17,
Michigan State,Oral Roberts,4,2.56,-4.97,
North Carolina-Greensboro,Liberty,7,6.79,3.86,
North Texas,Texas-Arlington,-16,-4.96,8.58,
North Carolina State,Boston University,4,-1.18,3.78,
Murray State,Detroit Mercy,10,4.11,-7.88,
Nebraska,South Dakota,12,-0.15,3.93,
New Mexico State,Long Beach State,8,11.00,-4.17,
Norfolk State,Northern Kentucky,-11,-1.96,4.32,
New Hampshire,Holy Cross,3,6.07,-2.21,
Utah Valley,Texas-San Antonio,4,2.35,-4.19,
Utah State,Indiana State,-1,1.74,-2.81,
Villanova,Saint Joseph's,31,14.82,-3.08,
Virginia,West Virginia,-9,11.85,18.85,
Texas Tech,Rice,1,8.56,7.30,
Texas-El Paso,Northwestern State,-12,0.23,-3.88,
Towson,Old Dominion,-2,5.28,3.27,
Toledo,Green Bay,-1,3.19,3.78,
Wisconsin,Oklahoma,20,12.65,-1.42,
Western Illinois,Chicago State,-7,-4.60,-12.86,
Yale,Albany (NY),4,5.36,5.07,
Wyoming,Northern Iowa,8,2.04,-1.48,
Virginia Military Institute,Gardner-Webb,-18,-8.96,6.45,
Weber State,Denver,-2,7.92,3.08,
Washington State,New Orleans,-16,-6.04,3.24,
South Alabama,Middle Tennessee,-12,0.69,10.93,
Siena,Fairfield,7,-0.66,0.84,
Southern Illinois,Texas Southern,4,-0.89,-0.23,
South Dakota State,Missouri-Kansas City,9,-1.10,-1.29,
Saint Louis,Kansas State,-31,-9.19,6.70,
Saint Francis (PA),Binghamton,-3,0.81,-2.66,
San Jose State,Santa Clara,15,0.64,2.10,
Temple,Pennsylvania,8,-0.59,0.68,
Syracuse,North Florida,6,6.26,-1.13,
Texas Christian,Arkansas State,23,5.44,5.59,
Tennessee,Georgia Tech,23,3.44,1.12,
St. Bonaventure,Buffalo,6,5.12,4.15,
Stony Brook,Northeastern,2,1.33,1.43,
Charlotte,Oregon State,3,-4.28,-8.59,
Charleston Southern,Abilene Christian,-3,-0.89,-1.28,
Citadel,South Carolina Upstate,5,-5.89,2.33,
Chattanooga,Louisiana-Monroe,27,8.04,-2.89,
University of California,Alcorn State,24,6.92,0.80,
Cal State Northridge,Idaho State,3,-2.32,-9.88,
Central Michigan,Arkansas-Pine Bluff,23,4.04,-10.11,
Central Connecticut State,Brown,-17,-10.37,-2.12,
Dayton,Winthrop,16,11.27,8.15,
Creighton,Akron,12,12.35,7.70,
Duke,Maine,39,13.41,-9.28,
Drake,Fresno State,-2,-5.36,3.56,
Coastal Carolina,North Carolina-Asheville,-2,-0.59,9.86,
Colorado State,Wichita State,-15,5.44,19.34,
Arizona State,Nevada-Las Vegas,24,-2.32,-4.42,
Arkansas-Little Rock,Tulsa,10,0.85,-2.50,
Arkansas,Austin Peay,37,6.44,-6.75,
Alabama A&M,Tennessee Tech,-5,-17.58,-0.45,
Air Force,Missouri State,13,-0.22,5.62,
Appalachian State,Western Carolina,-5,-0.76,-13.39,
Alabama-Birmingham,Auburn,-4,2.59,0.30,
Butler,Central Arkansas,24,8.58,-9.04,
Bradley,Nevada,-22,-5.86,7.48,
Cal State Fullerton,Pacific,1,1.96,-4.69,
Cal Poly,Texas A&M-Corpus Christi,12,-6.00,2.08,
Ball State,IUPUI,-11,4.59,-0.48,
Army,St. Francis (NY),20,-0.46,-11.69,
Boston College,Dartmouth,18,-3.56,-6.74,
Baylor,Xavier,15,11.22,4.11,
La Salle,Bucknell,10,0.20,6.79,
Kentucky,UCLA,-5,15.59,16.56,
Lipscomb,Tennessee State,-1,6.87,3.93,
Lehigh,Robert Morris,6,4.65,-3.90,
Iowa,Nebraska-Omaha,-9,2.33,-0.85,
Incarnate Word,Long Island University,11,-3.69,1.83,
Kansas,Stanford,15,10.74,-0.62,
IPFW,Miami (OH),16,9.86,-3.26,
Maryland,Oklahoma State,1,8.73,8.44,
Massachusetts,Central Florida,-3,0.85,6.78,
Massachusetts-Lowell,NJIT,-1,-2.57,-1.28,
Louisiana Tech,Southeastern Louisiana,29,11.39,2.93,
Longwood,James Madison,-12,-13.37,-3.83,
Loyola (MD),Mount St. Mary's,7,-2.54,-1.45,
Loyola (IL),San Diego State,6,7.32,6.52,
Furman,Navy,33,9.21,2.04,
Florida Atlantic,Hofstra,-8,-1.84,0.17,
George Washington,South Florida,1,-1.12,-9.62,
George Mason,Mercer,11,4.81,2.75,
Eastern Kentucky,Marshall,9,-4.83,1.96,
East Carolina,North Carolina Central,13,-1.63,11.54,
Florida A&M,Southern,-12,-6.92,-0.33,
Evansville,Boise State,5,1.76,5.40,
Howard,American,17,-9.22,-7.35,
Houston,Prairie View,44,10.93,-6.48,
Illinois State,New Mexico,5,8.44,1.96,
Idaho,UC-Davis,2,1.16,1.59,
Hampton,William & Mary,10,-2.52,5.15,
Grand Canyon,Louisville,-9,5.11,13.67,
High Point,Drexel,-6,0.89,-2.83,
Harvard,Fordham,12,6.39,-1.81,
Notre Dame,North Carolina A&T,54,9.82,-12.63,
Quinnipiac,Marist,14,-5.04,-10.79,
Mississippi State,Georgia State,22,2.31,4.62,
North Carolina,Radford,45,15.89,-5.14,
Monmouth,Canisius,6,7.64,1.36,
Saint Peter's,Manhattan,14,4.33,-7.64,
Southern Methodist,Delaware State,14,14.21,-7.29,
Troy,Alabama State,18,6.81,-7.64,
Samford,Jacksonville State,4,3.68,0.86,
South Carolina,Florida International,16,8.93,-3.59,
Seattle,Eastern Washington,-5,-0.27,2.93,
Jackson State,Southern Mississippi,11,-3.41,-10.00,
College of Charleston,Davidson,15,4.59,3.68,
Cincinnati,Bowling Green State,29,14.93,-3.00,
Clemson,Coppin State,42,3.46,-13.75,
Citadel,Campbell,-6,-5.89,0.50,
Indiana,Southeast Missouri State,28,8.59,0.41,
Illinois-Chicago,Eastern Illinois,-14,2.15,3.75,
Iona,Niagara,-16,4.14,-3.72,
Georgia,Marquette,-10,2.59,7.77,
Georgetown,Elon,3,4.42,3.28,
Georgia Southern,Florida Gulf Coast,-3,4.52,9.76,
Rider,Siena,2,-1.11,-0.66,
St. Francis (NY),Lafayette,-2,-11.69,-8.92,
Northern Arizona,Cal State Bakersfield,-34,-7.81,9.19,
Portland,Texas-Rio Grande Valley,1,-5.93,-3.61,
Texas A&M,Texas A&M-Corpus Christi,17,3.69,2.08,
St. John's (NY),Cal State Northridge,6,0.63,-2.32,
Iowa,Stetson,27,2.33,-4.77,
Iowa State,Nebraska-Omaha,44,10.00,-0.85,
Bethune-Cookman,Jacksonville,-10,-7.50,2.97,
Montana State,Milwaukee,-5,0.79,-5.36,
Louisiana Tech,Alcorn State,33,11.39,0.80,
Loyola Marymount,Boise State,-1,-0.26,5.40,
Providence,Brown,38,3.78,-2.12,
Ohio State,Florida Atlantic,-2,3.54,-1.84,
Rutgers,Central Connecticut State,42,-0.64,-10.37,
Rhode Island,Old Dominion,12,7.50,3.27,
Missouri,Miami (OH),26,-2.69,-3.26,
Morgan State,Manhattan,3,-4.60,-7.64,
Minnesota,NJIT,6,6.88,-1.28,
North Carolina Central,Long Island University,23,11.54,1.83,
Notre Dame,IPFW,15,9.82,9.86,
Navy,Bryant,2,2.04,-3.24,
Virginia,East Carolina,23,11.85,-1.63,
Wagner,Monmouth,-10,2.85,7.64,
Wichita State,Saint Louis,30,19.34,-9.19,
Wake Forest,Charlotte,17,4.85,-4.28,
Vanderbilt,High Point,27,1.81,0.89,
Stony Brook,Lehigh,5,1.33,4.65,
Sacred Heart,Massachusetts-Lowell,9,-3.14,-2.57,
Tennessee,Presbyterian,40,3.44,-13.00,
Utah,Utah Valley,7,11.42,2.35,
DePaul,Lamar,19,-5.04,6.33,
Evansville,Bowling Green State,3,1.76,-3.00,
Elon,North Carolina-Asheville,-11,3.28,9.86,
Chattanooga,Marshall,11,8.04,1.96,
American,New Hampshire,-10,-7.35,6.07,
Arizona,UC-Irvine,22,11.39,5.11,
Central Michigan,Green Bay,10,4.04,3.78,
Arkansas,Houston,12,6.44,10.93,
Ball State,Bradley,17,4.59,-5.86,
Lipscomb,Belmont,-2,6.87,7.16,
Marquette,Fresno State,3,7.77,3.56,
Liberty,Furman,-3,3.86,9.21,
Michigan State,Youngstown State,20,2.56,-5.03,
Miami (FL),South Carolina State,36,7.88,-11.93,
Michigan,Texas,3,8.96,-0.41,
Harvard,Northeastern,6,6.39,1.43,
Hofstra,St. Bonaventure,-6,0.17,5.12,
Fairfield,Bucknell,-11,0.84,6.79,
Florida State,Southern Mississippi,49,12.19,-10.00,
Kansas,Missouri-Kansas City,43,10.74,-1.29,
Kansas State,Prairie View,19,6.70,-6.48,
Illinois,IUPUI,8,1.81,-0.48,
San Diego,Cal State Fullerton,7,-4.46,1.96,
Quinnipiac,Hartford,20,-5.04,-9.97,
South Dakota,Montana State,17,3.93,0.79,
Southern Methodist,Texas Christian,15,14.21,5.44,
Southeast Missouri State,Missouri State,-8,0.41,5.62,
Southern Illinois-Edwardsville,Stetson,-8,-8.86,-4.77,
Northern Kentucky,Eastern Illinois,10,4.32,3.75,
Oklahoma,Oral Roberts,26,-1.42,-4.97,
North Dakota State,North Dakota,-18,4.48,7.96,
Northern Iowa,South Dakota State,28,-1.48,-1.10,
Pittsburgh,Buffalo,5,0.22,4.15,
Penn State,George Mason,-19,0.41,4.81,
Pennsylvania,Lafayette,29,0.68,-8.92,
Vermont,Dartmouth,15,10.31,-6.74,
Virginia Commonwealth,Georgia Tech,-3,9.56,1.12,
Tulane,Southern,9,-8.69,-0.33,
Tulsa,Illinois State,2,-2.50,8.44,
Wisconsin,Idaho State,34,12.65,-9.88,
Virginia Tech,Maryland-Eastern Shore,16,5.19,-5.41,
Washington State,Idaho,13,-6.04,1.16,
Texas A&M,Denver,22,3.69,3.08,
Texas-Rio Grande Valley,Texas State,11,-3.61,4.04,
Temple,George Washington,-3,-0.59,-1.12,
Stephen F. Austin,Alabama-Birmingham,-11,1.62,2.59,
Towson,Loyola (MD),17,5.28,-2.54,
Toledo,Detroit Mercy,8,3.19,-7.88,
Texas Tech,Texas-San Antonio,37,8.56,-4.19,
Fairleigh Dickinson,Iona,-17,-2.15,4.14,
Gardner-Webb,Hampton,6,6.45,-2.52,
Colgate,Binghamton,-9,-3.96,-2.66,
Colorado,Xavier,2,3.57,4.11,
Houston Baptist,Saint Peter's,15,1.36,4.33,
Gonzaga,Washington,27,23.71,-3.11,
Grand Canyon,San Diego State,4,5.11,6.52,
Army,Air Force,8,-0.46,-0.22,
Boston College,Harvard,-8,-3.56,6.39,
Akron,Coppin State,24,7.70,-13.75,
Albany (NY),Marist,12,5.07,-10.79,
Boston University,Canisius,-10,3.78,1.36,
Brigham Young,Weber State,13,7.93,7.92,
Montana,San Jose State,19,1.18,0.64,
Maryland,Howard,23,8.73,-9.22,
Maine,Holy Cross,2,-9.28,-2.21,
North Carolina,Davidson,9,15.89,3.68,
New Mexico,Texas-El Paso,1,1.96,0.23,
Mount St. Mary's,Maryland-Baltimore County,-8,-1.45,4.74,
Nebraska,Creighton,-15,-0.15,12.35,
Kent State,Niagara,28,4.93,-3.72,
Kentucky,Valparaiso,24,15.59,6.89,
Jacksonville,Eastern Kentucky,-4,2.97,-4.83,
Indiana State,Butler,1,-2.81,8.58,
Loyola (IL),Wright State,13,7.32,4.71,
Louisville,Southern Illinois,23,13.67,-0.89,
Long Beach State,Pepperdine,9,-4.17,-10.89,
North Texas,Delaware State,33,-4.96,-7.29,
Sacred Heart,Yale,-14,-3.14,5.36,
Middle Tennessee,Vanderbilt,23,10.93,1.81,
St. John's (NY),Fordham,28,0.63,-1.81,
Saint Mary's (CA),Texas-Arlington,-14,15.44,8.58,
Florida State,Nicholls State,55,12.19,-5.22,
Arkansas-Little Rock,Arkansas-Pine Bluff,15,0.85,-10.11,
Massachusetts,Pacific,24,0.85,-4.69,
Loyola Marymount,Southern Utah,7,-0.26,-7.30,
Iowa,Iowa State,14,2.33,10.00,
Minnesota,Georgia Southern,37,6.88,4.52,
Navy,Columbia,15,2.04,0.70,
North Carolina-Greensboro,Wake Forest,-3,6.79,4.85,
Boston College,Hartford,-2,-3.56,-9.97,
Florida Gulf Coast,Siena,4,9.76,-0.66,
Creighton,Longwood,55,12.35,-13.37,
Old Dominion,Virginia Commonwealth,-3,3.27,9.56,
Pennsylvania,George Mason,-19,0.68,4.81,
Northern Iowa,North Dakota,8,-1.48,7.96,
Ohio State,Connecticut,4,3.54,2.28,
